Area_1;Area_2;Dirt;B_cells;CD4;CD8;epithelial;LP;lymphocytes;macrophages;monocytes;muscular;epithel_prolif;strong_infiltrate;T_cells;Tregs;B_cells_2;T_cells_2;Monocytes_2;Macrophages_2
6951;11020;;;;;16645;5472;;;;;;;;;;;;
6952;11021;;;;;16648;5473;;;;;;;;;;;;
6953;11022;;;;;16649;5476;;;;;;;;;;;;
6954;11023;;;;;16650;5478;;;;;;;;;;;;
6955;11024;;;;;16651;5479;;;;;;;;;;;;
6956;11025;;;;;16653;5483;;;;;;;;;;;;
6958;11026;;;;;16655;5485;;;;;;;;;;;;
6959;11027;;;;;16656;5486;;;;;;;;;;;;
6960;11028;;;;;16657;5487;;;;;;;;;;;;
6964;11029;;;;;16658;5489;;;;;;;;;;;;
6965;11030;;;;;16659;5490;;;;;;;;;;;;
6967;11031;;;;;16660;5493;;;;;;;;;;;;
6968;11032;;;;;16662;5495;;;;;;;;;;;;
6969;11033;;;;;16663;5496;;;;;;;;;;;;
6971;11034;;;;;16664;5499;;;;;;;;;;;;
6973;11035;;;;;16665;5500;;;;;;;;;;;;
6974;11036;;;;;16666;5501;;;;;;;;;;;;
6975;11037;;;;;16667;5502;;;;;;;;;;;;
6976;11038;;;;;16668;5503;;;;;;;;;;;;
6977;11039;;;;;16669;5504;;;;;;;;;;;;
6978;11040;;;;;16671;5505;;;;;;;;;;;;
6979;11041;;;;;16673;5506;;;;;;;;;;;;
6980;11042;;;;;16674;5507;;;;;;;;;;;;
6981;11043;;;;;16676;5508;;;;;;;;;;;;
6982;11044;;;;;16678;5510;;;;;;;;;;;;
6983;11045;;;;;16680;5511;;;;;;;;;;;;
6984;11046;;;;;16681;5512;;;;;;;;;;;;
6985;11047;;;;;16682;5513;;;;;;;;;;;;
6986;11048;;;;;16683;5514;;;;;;;;;;;;
6989;11049;;;;;16686;5519;;;;;;;;;;;;
6990;11050;;;;;16688;5520;;;;;;;;;;;;
6991;11051;;;;;16689;5521;;;;;;;;;;;;
6993;11052;;;;;16690;5522;;;;;;;;;;;;
6994;11053;;;;;16691;5523;;;;;;;;;;;;
6995;11054;;;;;16692;5525;;;;;;;;;;;;
6997;11055;;;;;16693;5526;;;;;;;;;;;;
6998;11056;;;;;16695;5527;;;;;;;;;;;;
6999;11057;;;;;16697;5529;;;;;;;;;;;;
7001;11058;;;;;16698;5530;;;;;;;;;;;;
7002;11059;;;;;16699;5532;;;;;;;;;;;;
7003;11060;;;;;16700;5534;;;;;;;;;;;;
7004;11061;;;;;16701;5538;;;;;;;;;;;;
7009;11062;;;;;16702;5541;;;;;;;;;;;;
7010;11063;;;;;16703;5542;;;;;;;;;;;;
7011;11064;;;;;16704;5544;;;;;;;;;;;;
7012;11065;;;;;16707;5546;;;;;;;;;;;;
7013;11066;;;;;16708;5547;;;;;;;;;;;;
7014;11067;;;;;16709;5550;;;;;;;;;;;;
7015;11068;;;;;16710;5552;;;;;;;;;;;;
7016;11069;;;;;16711;5553;;;;;;;;;;;;
7018;11070;;;;;16713;5556;;;;;;;;;;;;
7019;11071;;;;;16714;5557;;;;;;;;;;;;
7020;11072;;;;;16716;5558;;;;;;;;;;;;
7021;11073;;;;;16717;5560;;;;;;;;;;;;
7022;11074;;;;;16719;5563;;;;;;;;;;;;
7023;11076;;;;;16721;5564;;;;;;;;;;;;
7025;11077;;;;;16722;5565;;;;;;;;;;;;
7026;11078;;;;;16724;5566;;;;;;;;;;;;
7027;11079;;;;;16725;5568;;;;;;;;;;;;
7029;11080;;;;;16727;5569;;;;;;;;;;;;
7030;11081;;;;;16728;5571;;;;;;;;;;;;
7031;11083;;;;;16730;5572;;;;;;;;;;;;
7032;11084;;;;;16731;5573;;;;;;;;;;;;
7037;11085;;;;;16732;5576;;;;;;;;;;;;
7038;11086;;;;;16733;5577;;;;;;;;;;;;
7039;11087;;;;;16734;5579;;;;;;;;;;;;
7040;11088;;;;;16735;5580;;;;;;;;;;;;
7041;11089;;;;;16736;5581;;;;;;;;;;;;
7043;11090;;;;;16737;5582;;;;;;;;;;;;
7044;11091;;;;;16738;5583;;;;;;;;;;;;
7045;11092;;;;;16739;5584;;;;;;;;;;;;
7046;11093;;;;;16740;5586;;;;;;;;;;;;
7047;11095;;;;;16741;5587;;;;;;;;;;;;
7048;11096;;;;;16742;5589;;;;;;;;;;;;
7051;11097;;;;;16743;5591;;;;;;;;;;;;
7052;11098;;;;;16746;5592;;;;;;;;;;;;
7053;11099;;;;;16748;5593;;;;;;;;;;;;
7054;11100;;;;;16752;5594;;;;;;;;;;;;
7055;11101;;;;;16753;5595;;;;;;;;;;;;
7056;11102;;;;;16754;5596;;;;;;;;;;;;
7057;11103;;;;;16755;5597;;;;;;;;;;;;
7058;11105;;;;;16756;5599;;;;;;;;;;;;
7059;11106;;;;;16757;5600;;;;;;;;;;;;
7060;11108;;;;;16758;5601;;;;;;;;;;;;
7063;11109;;;;;16759;5603;;;;;;;;;;;;
7066;11110;;;;;16761;5605;;;;;;;;;;;;
7067;11111;;;;;16762;5606;;;;;;;;;;;;
7068;11114;;;;;16765;5610;;;;;;;;;;;;
7069;11116;;;;;16766;5611;;;;;;;;;;;;
7070;11117;;;;;16767;5613;;;;;;;;;;;;
7072;11118;;;;;16769;5616;;;;;;;;;;;;
7073;11119;;;;;16770;5617;;;;;;;;;;;;
7074;11120;;;;;16772;5618;;;;;;;;;;;;
7075;11121;;;;;16773;5619;;;;;;;;;;;;
7076;11122;;;;;16774;5620;;;;;;;;;;;;
7077;11126;;;;;16775;5621;;;;;;;;;;;;
7078;11127;;;;;16776;5622;;;;;;;;;;;;
7082;11128;;;;;16777;5627;;;;;;;;;;;;
7084;11129;;;;;16778;5628;;;;;;;;;;;;
7085;11130;;;;;16779;5629;;;;;;;;;;;;
7086;11131;;;;;16780;5630;;;;;;;;;;;;
7087;11132;;;;;16781;5631;;;;;;;;;;;;
7090;11133;;;;;16782;5635;;;;;;;;;;;;
7092;11134;;;;;16783;5636;;;;;;;;;;;;
7093;11135;;;;;16786;5637;;;;;;;;;;;;
7094;11137;;;;;16788;5638;;;;;;;;;;;;
7096;11138;;;;;16789;5639;;;;;;;;;;;;
7097;11139;;;;;16790;5640;;;;;;;;;;;;
7098;11141;;;;;16792;5641;;;;;;;;;;;;
7100;11143;;;;;16793;5642;;;;;;;;;;;;
7101;11144;;;;;16795;5644;;;;;;;;;;;;
7102;11145;;;;;16797;5648;;;;;;;;;;;;
7103;11146;;;;;16798;5650;;;;;;;;;;;;
7104;11147;;;;;16799;5651;;;;;;;;;;;;
7105;11149;;;;;16800;5654;;;;;;;;;;;;
7107;11151;;;;;16801;5655;;;;;;;;;;;;
7108;11152;;;;;16802;5659;;;;;;;;;;;;
7109;11154;;;;;16803;5663;;;;;;;;;;;;
7110;11156;;;;;16804;5664;;;;;;;;;;;;
7112;11157;;;;;16805;5666;;;;;;;;;;;;
7113;11158;;;;;16806;5667;;;;;;;;;;;;
7117;11160;;;;;16807;5668;;;;;;;;;;;;
7118;11161;;;;;16808;5669;;;;;;;;;;;;
7120;11162;;;;;16809;5670;;;;;;;;;;;;
7121;11163;;;;;16811;5671;;;;;;;;;;;;
7122;11164;;;;;16812;5672;;;;;;;;;;;;
7123;11165;;;;;16813;5673;;;;;;;;;;;;
7127;11167;;;;;16814;5674;;;;;;;;;;;;
7132;11168;;;;;16816;5675;;;;;;;;;;;;
7133;11169;;;;;16817;5676;;;;;;;;;;;;
7134;11170;;;;;16818;5678;;;;;;;;;;;;
7135;11171;;;;;16819;5680;;;;;;;;;;;;
7142;11173;;;;;16821;5681;;;;;;;;;;;;
7143;11174;;;;;16822;5683;;;;;;;;;;;;
7144;11175;;;;;16823;5685;;;;;;;;;;;;
7145;11176;;;;;16824;5686;;;;;;;;;;;;
7147;11178;;;;;16825;5687;;;;;;;;;;;;
7148;11179;;;;;16826;5688;;;;;;;;;;;;
7150;11180;;;;;16827;5690;;;;;;;;;;;;
7151;11181;;;;;16828;5691;;;;;;;;;;;;
7153;11182;;;;;16831;5692;;;;;;;;;;;;
7154;11183;;;;;16832;5693;;;;;;;;;;;;
7155;11185;;;;;16833;5697;;;;;;;;;;;;
7156;11186;;;;;16834;5699;;;;;;;;;;;;
7157;11189;;;;;16835;5700;;;;;;;;;;;;
7159;11190;;;;;16836;5701;;;;;;;;;;;;
7160;11191;;;;;16837;5702;;;;;;;;;;;;
7161;11193;;;;;16838;5703;;;;;;;;;;;;
7162;11195;;;;;16839;5704;;;;;;;;;;;;
7163;11196;;;;;16840;5705;;;;;;;;;;;;
7164;11198;;;;;16841;5706;;;;;;;;;;;;
7165;11199;;;;;16842;5707;;;;;;;;;;;;
7166;11200;;;;;16843;5708;;;;;;;;;;;;
7167;11201;;;;;16844;5711;;;;;;;;;;;;
7168;11202;;;;;16845;5713;;;;;;;;;;;;
7171;11203;;;;;16846;5714;;;;;;;;;;;;
7172;11205;;;;;16847;5715;;;;;;;;;;;;
7173;11206;;;;;16848;5716;;;;;;;;;;;;
7174;11207;;;;;16849;5717;;;;;;;;;;;;
7175;11208;;;;;16850;5718;;;;;;;;;;;;
7177;11212;;;;;16851;5720;;;;;;;;;;;;
7178;11213;;;;;16852;5721;;;;;;;;;;;;
7181;11214;;;;;16853;5722;;;;;;;;;;;;
7182;11215;;;;;16854;5723;;;;;;;;;;;;
7183;11216;;;;;16855;5724;;;;;;;;;;;;
7186;11217;;;;;16856;5726;;;;;;;;;;;;
7187;11219;;;;;16857;5727;;;;;;;;;;;;
7188;11220;;;;;16858;5728;;;;;;;;;;;;
7189;11222;;;;;16861;5729;;;;;;;;;;;;
7191;11223;;;;;16862;5730;;;;;;;;;;;;
7192;11224;;;;;16863;5731;;;;;;;;;;;;
7193;11226;;;;;16864;5734;;;;;;;;;;;;
7196;11227;;;;;16865;5737;;;;;;;;;;;;
7197;11228;;;;;16866;5738;;;;;;;;;;;;
7198;11229;;;;;16867;5739;;;;;;;;;;;;
7199;11230;;;;;16869;5740;;;;;;;;;;;;
7200;11231;;;;;16870;5741;;;;;;;;;;;;
7204;11233;;;;;16871;5742;;;;;;;;;;;;
7205;11234;;;;;16872;5743;;;;;;;;;;;;
7209;11237;;;;;16873;5744;;;;;;;;;;;;
7210;11238;;;;;16875;5745;;;;;;;;;;;;
7211;11239;;;;;16876;5747;;;;;;;;;;;;
7213;11241;;;;;16877;5748;;;;;;;;;;;;
7214;11242;;;;;16878;5749;;;;;;;;;;;;
7215;11243;;;;;16879;5750;;;;;;;;;;;;
7216;11244;;;;;16880;5754;;;;;;;;;;;;
7218;11245;;;;;16881;5755;;;;;;;;;;;;
7219;11248;;;;;16882;5756;;;;;;;;;;;;
7220;11249;;;;;16884;5757;;;;;;;;;;;;
7221;11250;;;;;16885;5758;;;;;;;;;;;;
7224;11251;;;;;16886;5759;;;;;;;;;;;;
7225;11253;;;;;16888;5760;;;;;;;;;;;;
7226;11254;;;;;16890;5761;;;;;;;;;;;;
7231;11255;;;;;16892;5762;;;;;;;;;;;;
7232;11257;;;;;16893;5764;;;;;;;;;;;;
7233;11258;;;;;16894;5765;;;;;;;;;;;;
7234;11259;;;;;16895;5767;;;;;;;;;;;;
7235;11260;;;;;16896;5768;;;;;;;;;;;;
7238;11261;;;;;16897;5769;;;;;;;;;;;;
7240;11262;;;;;16898;5770;;;;;;;;;;;;
7241;11266;;;;;16899;5773;;;;;;;;;;;;
7242;11267;;;;;16900;5774;;;;;;;;;;;;
7247;11268;;;;;16901;5776;;;;;;;;;;;;
7248;11271;;;;;16903;5777;;;;;;;;;;;;
7249;11272;;;;;16905;5778;;;;;;;;;;;;
7250;11273;;;;;16906;5779;;;;;;;;;;;;
7253;11274;;;;;16907;5780;;;;;;;;;;;;
7254;11275;;;;;16908;5781;;;;;;;;;;;;
7255;11276;;;;;16909;5782;;;;;;;;;;;;
7256;11277;;;;;16910;5783;;;;;;;;;;;;
7257;11278;;;;;16911;5785;;;;;;;;;;;;
7258;11280;;;;;16912;5788;;;;;;;;;;;;
7260;11281;;;;;16914;5789;;;;;;;;;;;;
7261;11282;;;;;16915;5790;;;;;;;;;;;;
7264;11283;;;;;16916;5791;;;;;;;;;;;;
7267;11285;;;;;16917;5792;;;;;;;;;;;;
7268;11286;;;;;16918;5793;;;;;;;;;;;;
7269;11289;;;;;16919;5794;;;;;;;;;;;;
7275;11290;;;;;16920;5795;;;;;;;;;;;;
7276;11293;;;;;16922;5797;;;;;;;;;;;;
7277;11295;;;;;16923;5798;;;;;;;;;;;;
7278;11296;;;;;16924;5799;;;;;;;;;;;;
7279;11297;;;;;16927;5801;;;;;;;;;;;;
7281;11298;;;;;16928;5802;;;;;;;;;;;;
7282;11302;;;;;16929;5803;;;;;;;;;;;;
7283;11303;;;;;16930;5804;;;;;;;;;;;;
7284;11304;;;;;16931;5805;;;;;;;;;;;;
7286;11307;;;;;16932;5808;;;;;;;;;;;;
7287;11308;;;;;16933;5809;;;;;;;;;;;;
7288;11309;;;;;16934;5810;;;;;;;;;;;;
7289;11310;;;;;16935;5811;;;;;;;;;;;;
7290;11311;;;;;16936;5813;;;;;;;;;;;;
7291;11312;;;;;16937;5815;;;;;;;;;;;;
7292;11313;;;;;16939;5816;;;;;;;;;;;;
7293;11314;;;;;16940;5818;;;;;;;;;;;;
7297;11315;;;;;16941;5820;;;;;;;;;;;;
7298;11316;;;;;16942;5823;;;;;;;;;;;;
7299;11317;;;;;16943;5824;;;;;;;;;;;;
7300;11321;;;;;16945;5825;;;;;;;;;;;;
7301;11322;;;;;16946;5827;;;;;;;;;;;;
7302;11323;;;;;16947;5828;;;;;;;;;;;;
7308;11324;;;;;16948;5829;;;;;;;;;;;;
7309;11325;;;;;16949;5830;;;;;;;;;;;;
7310;11327;;;;;16951;5831;;;;;;;;;;;;
7311;11330;;;;;16952;5833;;;;;;;;;;;;
7312;11331;;;;;16953;5834;;;;;;;;;;;;
7313;11332;;;;;16954;5835;;;;;;;;;;;;
7316;11333;;;;;16955;5837;;;;;;;;;;;;
7317;11334;;;;;16956;5838;;;;;;;;;;;;
7318;11336;;;;;16958;5839;;;;;;;;;;;;
7319;11337;;;;;16959;5840;;;;;;;;;;;;
7321;11338;;;;;16960;5843;;;;;;;;;;;;
7322;11339;;;;;16961;5844;;;;;;;;;;;;
7324;11340;;;;;16962;5845;;;;;;;;;;;;
7325;11342;;;;;16963;5846;;;;;;;;;;;;
7326;11344;;;;;16964;5847;;;;;;;;;;;;
7327;11345;;;;;16965;5848;;;;;;;;;;;;
7328;11346;;;;;16966;5849;;;;;;;;;;;;
7329;11347;;;;;16967;5851;;;;;;;;;;;;
7330;11349;;;;;16968;5852;;;;;;;;;;;;
7331;11350;;;;;16969;5853;;;;;;;;;;;;
7332;11354;;;;;16970;5854;;;;;;;;;;;;
7333;11355;;;;;16971;5855;;;;;;;;;;;;
7334;11358;;;;;16972;5856;;;;;;;;;;;;
7337;11359;;;;;16974;5857;;;;;;;;;;;;
7338;11360;;;;;16975;5859;;;;;;;;;;;;
7339;11362;;;;;16976;5862;;;;;;;;;;;;
7340;11363;;;;;16977;5863;;;;;;;;;;;;
7341;11364;;;;;16978;5865;;;;;;;;;;;;
7342;11365;;;;;16980;5866;;;;;;;;;;;;
7344;11367;;;;;16981;5867;;;;;;;;;;;;
7345;11368;;;;;16982;5868;;;;;;;;;;;;
7346;11370;;;;;16983;5869;;;;;;;;;;;;
7347;11372;;;;;16984;5870;;;;;;;;;;;;
7349;11373;;;;;16986;5871;;;;;;;;;;;;
7350;11374;;;;;16987;5872;;;;;;;;;;;;
7351;11377;;;;;16988;5873;;;;;;;;;;;;
7352;11378;;;;;16989;5874;;;;;;;;;;;;
7353;11379;;;;;16990;5875;;;;;;;;;;;;
7354;11380;;;;;16991;5876;;;;;;;;;;;;
7356;11383;;;;;16992;5878;;;;;;;;;;;;
7357;11384;;;;;16993;5880;;;;;;;;;;;;
7359;11387;;;;;16994;5881;;;;;;;;;;;;
7360;11388;;;;;16995;5882;;;;;;;;;;;;
7363;11390;;;;;16997;5883;;;;;;;;;;;;
7364;11391;;;;;16998;5884;;;;;;;;;;;;
7365;11392;;;;;16999;5885;;;;;;;;;;;;
7366;11393;;;;;17001;5886;;;;;;;;;;;;
7367;11395;;;;;17002;5888;;;;;;;;;;;;
7368;11396;;;;;17003;5889;;;;;;;;;;;;
7369;11397;;;;;17004;5890;;;;;;;;;;;;
7370;11398;;;;;17005;5892;;;;;;;;;;;;
7371;11399;;;;;17008;5893;;;;;;;;;;;;
7373;11400;;;;;17009;5894;;;;;;;;;;;;
7374;11402;;;;;17010;5895;;;;;;;;;;;;
7375;11403;;;;;17011;5896;;;;;;;;;;;;
7380;11404;;;;;17012;5897;;;;;;;;;;;;
7381;11405;;;;;17015;5899;;;;;;;;;;;;
7382;11406;;;;;17016;5901;;;;;;;;;;;;
7383;11407;;;;;17017;5902;;;;;;;;;;;;
7384;11408;;;;;17018;5903;;;;;;;;;;;;
7385;11410;;;;;17019;5904;;;;;;;;;;;;
7386;11411;;;;;17020;5905;;;;;;;;;;;;
7388;11412;;;;;17021;5906;;;;;;;;;;;;
7391;11413;;;;;17022;5907;;;;;;;;;;;;
7392;11414;;;;;17024;5909;;;;;;;;;;;;
7393;11415;;;;;17025;5910;;;;;;;;;;;;
7396;11417;;;;;17026;5911;;;;;;;;;;;;
7397;11418;;;;;17027;5912;;;;;;;;;;;;
7398;11420;;;;;17028;5915;;;;;;;;;;;;
7399;11421;;;;;17029;5918;;;;;;;;;;;;
7402;11422;;;;;17030;5920;;;;;;;;;;;;
7404;11425;;;;;17031;5921;;;;;;;;;;;;
7405;11426;;;;;17032;5922;;;;;;;;;;;;
7406;11427;;;;;17033;5923;;;;;;;;;;;;
7407;11428;;;;;17034;5924;;;;;;;;;;;;
7408;11430;;;;;17035;5925;;;;;;;;;;;;
7410;11431;;;;;17036;5926;;;;;;;;;;;;
7411;11434;;;;;17037;5927;;;;;;;;;;;;
7412;11435;;;;;17038;5928;;;;;;;;;;;;
7413;11436;;;;;17039;5929;;;;;;;;;;;;
7415;11438;;;;;17040;5930;;;;;;;;;;;;
7421;11441;;;;;17041;5931;;;;;;;;;;;;
7425;11442;;;;;17042;5933;;;;;;;;;;;;
7427;11443;;;;;17043;5934;;;;;;;;;;;;
7428;11445;;;;;17044;5935;;;;;;;;;;;;
7429;11446;;;;;17045;5937;;;;;;;;;;;;
7430;11447;;;;;17046;5939;;;;;;;;;;;;
7431;11448;;;;;17047;5940;;;;;;;;;;;;
7434;11450;;;;;17049;5941;;;;;;;;;;;;
7435;11451;;;;;17050;5942;;;;;;;;;;;;
7436;11452;;;;;17051;5943;;;;;;;;;;;;
7437;11453;;;;;17052;5944;;;;;;;;;;;;
7440;11454;;;;;17053;5946;;;;;;;;;;;;
7441;11456;;;;;17054;5947;;;;;;;;;;;;
7442;11457;;;;;17055;5950;;;;;;;;;;;;
7443;11459;;;;;17056;5952;;;;;;;;;;;;
7444;11461;;;;;17057;5953;;;;;;;;;;;;
7445;11464;;;;;17058;5954;;;;;;;;;;;;
7446;11467;;;;;17060;5957;;;;;;;;;;;;
7447;11468;;;;;17061;5966;;;;;;;;;;;;
7450;11469;;;;;17062;5969;;;;;;;;;;;;
7451;11470;;;;;17065;5972;;;;;;;;;;;;
7452;11471;;;;;17066;5973;;;;;;;;;;;;
7453;11475;;;;;17067;5974;;;;;;;;;;;;
7455;11476;;;;;17068;5975;;;;;;;;;;;;
7456;11477;;;;;17069;5979;;;;;;;;;;;;
7457;11478;;;;;17070;5980;;;;;;;;;;;;
7458;11484;;;;;17071;5981;;;;;;;;;;;;
7459;11485;;;;;17072;5982;;;;;;;;;;;;
7461;11487;;;;;17073;5983;;;;;;;;;;;;
7462;11488;;;;;17075;5984;;;;;;;;;;;;
7464;11489;;;;;17076;5985;;;;;;;;;;;;
7465;11490;;;;;17077;5986;;;;;;;;;;;;
7468;11491;;;;;17079;5987;;;;;;;;;;;;
7469;11492;;;;;17080;5988;;;;;;;;;;;;
7470;11493;;;;;17081;5989;;;;;;;;;;;;
7472;11494;;;;;17082;5990;;;;;;;;;;;;
7473;11495;;;;;17083;5991;;;;;;;;;;;;
7474;11496;;;;;17084;5992;;;;;;;;;;;;
7476;11497;;;;;17085;5993;;;;;;;;;;;;
7477;11499;;;;;17086;5994;;;;;;;;;;;;
7478;11500;;;;;17088;5996;;;;;;;;;;;;
7479;11502;;;;;17089;5997;;;;;;;;;;;;
7480;11505;;;;;17090;5999;;;;;;;;;;;;
7481;11506;;;;;17091;6000;;;;;;;;;;;;
7482;11507;;;;;17093;6001;;;;;;;;;;;;
7483;11509;;;;;17096;6002;;;;;;;;;;;;
7484;11510;;;;;17097;6003;;;;;;;;;;;;
7485;11511;;;;;17098;6004;;;;;;;;;;;;
7487;11512;;;;;17099;6005;;;;;;;;;;;;
7488;11513;;;;;17100;6006;;;;;;;;;;;;
7489;11514;;;;;17101;6007;;;;;;;;;;;;
7490;11515;;;;;17102;6008;;;;;;;;;;;;
7493;11516;;;;;17103;6011;;;;;;;;;;;;
7494;11517;;;;;17104;6012;;;;;;;;;;;;
7495;11519;;;;;17106;6013;;;;;;;;;;;;
7497;11520;;;;;17107;6014;;;;;;;;;;;;
7498;11522;;;;;17108;6016;;;;;;;;;;;;
7499;11523;;;;;17109;6018;;;;;;;;;;;;
7500;11524;;;;;17110;6019;;;;;;;;;;;;
7501;11529;;;;;17111;6020;;;;;;;;;;;;
7503;11530;;;;;17112;6022;;;;;;;;;;;;
7504;11531;;;;;17113;6023;;;;;;;;;;;;
7505;11532;;;;;17114;6024;;;;;;;;;;;;
7506;11534;;;;;17115;6025;;;;;;;;;;;;
7507;11535;;;;;17116;6026;;;;;;;;;;;;
7508;11537;;;;;17118;6027;;;;;;;;;;;;
7511;11538;;;;;17119;6028;;;;;;;;;;;;
7512;11539;;;;;17120;6029;;;;;;;;;;;;
7513;11542;;;;;17121;6030;;;;;;;;;;;;
7515;11543;;;;;17122;6032;;;;;;;;;;;;
7516;11546;;;;;17123;6036;;;;;;;;;;;;
7517;11548;;;;;17124;6037;;;;;;;;;;;;
7518;11549;;;;;17127;6038;;;;;;;;;;;;
7519;11550;;;;;17128;6039;;;;;;;;;;;;
7520;11551;;;;;17129;6040;;;;;;;;;;;;
7521;11552;;;;;17131;6041;;;;;;;;;;;;
7522;11553;;;;;17132;6042;;;;;;;;;;;;
7525;11554;;;;;17133;6045;;;;;;;;;;;;
7526;11558;;;;;17134;6046;;;;;;;;;;;;
7528;11559;;;;;17137;6047;;;;;;;;;;;;
7529;11560;;;;;17139;6049;;;;;;;;;;;;
7530;11562;;;;;17140;6050;;;;;;;;;;;;
7532;11563;;;;;17141;6052;;;;;;;;;;;;
7533;11565;;;;;17142;6053;;;;;;;;;;;;
7534;11567;;;;;17143;6054;;;;;;;;;;;;
7535;11568;;;;;17144;6055;;;;;;;;;;;;
7536;11569;;;;;17145;6056;;;;;;;;;;;;
7537;11570;;;;;17146;6057;;;;;;;;;;;;
7539;11571;;;;;17147;6058;;;;;;;;;;;;
7540;11572;;;;;17148;6061;;;;;;;;;;;;
7541;11573;;;;;17149;6063;;;;;;;;;;;;
7542;11575;;;;;17150;6064;;;;;;;;;;;;
7543;11576;;;;;17152;6065;;;;;;;;;;;;
7547;11581;;;;;17155;6066;;;;;;;;;;;;
7550;11582;;;;;17156;6069;;;;;;;;;;;;
7551;11583;;;;;17157;6070;;;;;;;;;;;;
7552;11584;;;;;17159;6071;;;;;;;;;;;;
7554;11585;;;;;17160;6072;;;;;;;;;;;;
7555;11586;;;;;17161;6073;;;;;;;;;;;;
7556;11587;;;;;17162;6075;;;;;;;;;;;;
7557;11588;;;;;17163;6076;;;;;;;;;;;;
7558;11589;;;;;17164;6077;;;;;;;;;;;;
7561;11590;;;;;17165;6078;;;;;;;;;;;;
7562;11591;;;;;17166;6079;;;;;;;;;;;;
7563;11594;;;;;17167;6080;;;;;;;;;;;;
7564;11595;;;;;17168;6081;;;;;;;;;;;;
7566;11597;;;;;17169;6082;;;;;;;;;;;;
7567;11598;;;;;17170;6084;;;;;;;;;;;;
7570;11599;;;;;17171;6086;;;;;;;;;;;;
7571;11600;;;;;17173;6088;;;;;;;;;;;;
7572;11602;;;;;17174;6089;;;;;;;;;;;;
7573;11603;;;;;17175;6093;;;;;;;;;;;;
7575;11605;;;;;17176;6094;;;;;;;;;;;;
7576;11606;;;;;17177;6095;;;;;;;;;;;;
7577;11608;;;;;17178;6096;;;;;;;;;;;;
7578;11609;;;;;17180;6098;;;;;;;;;;;;
7580;11610;;;;;17181;6099;;;;;;;;;;;;
7581;11611;;;;;17182;6100;;;;;;;;;;;;
7582;11612;;;;;17183;6101;;;;;;;;;;;;
7583;11614;;;;;17184;6102;;;;;;;;;;;;
7584;11615;;;;;17185;6104;;;;;;;;;;;;
7585;11616;;;;;17187;6105;;;;;;;;;;;;
7586;11619;;;;;17188;6106;;;;;;;;;;;;
7587;11621;;;;;17189;6108;;;;;;;;;;;;
7588;11622;;;;;17190;6109;;;;;;;;;;;;
7591;11625;;;;;17191;6110;;;;;;;;;;;;
7592;11626;;;;;17192;6111;;;;;;;;;;;;
7593;11627;;;;;17193;6112;;;;;;;;;;;;
7594;11628;;;;;17195;6114;;;;;;;;;;;;
7595;11629;;;;;17197;6115;;;;;;;;;;;;
7596;11630;;;;;17201;6116;;;;;;;;;;;;
7597;11633;;;;;17202;6117;;;;;;;;;;;;
7598;11635;;;;;17203;6118;;;;;;;;;;;;
7601;11636;;;;;17205;6119;;;;;;;;;;;;
7602;11637;;;;;17206;6120;;;;;;;;;;;;
7603;11638;;;;;17207;6124;;;;;;;;;;;;
7605;11639;;;;;17208;6126;;;;;;;;;;;;
7606;11640;;;;;17209;6127;;;;;;;;;;;;
7608;11641;;;;;17210;6129;;;;;;;;;;;;
7609;11643;;;;;17213;6130;;;;;;;;;;;;
7610;11646;;;;;17214;6131;;;;;;;;;;;;
7611;11647;;;;;17215;6133;;;;;;;;;;;;
7612;11648;;;;;17216;6134;;;;;;;;;;;;
7613;11652;;;;;17217;6135;;;;;;;;;;;;
7614;11653;;;;;17218;6137;;;;;;;;;;;;
7617;11656;;;;;17219;6139;;;;;;;;;;;;
7618;11657;;;;;17220;6140;;;;;;;;;;;;
7619;11658;;;;;17221;6142;;;;;;;;;;;;
7623;11660;;;;;17222;6143;;;;;;;;;;;;
7624;11661;;;;;17223;6144;;;;;;;;;;;;
7628;11662;;;;;17224;6145;;;;;;;;;;;;
7629;11663;;;;;17225;6146;;;;;;;;;;;;
7633;11664;;;;;17226;6149;;;;;;;;;;;;
7634;11668;;;;;17228;6150;;;;;;;;;;;;
7635;11669;;;;;17229;6151;;;;;;;;;;;;
7636;11676;;;;;17230;6152;;;;;;;;;;;;
7638;11677;;;;;17232;6153;;;;;;;;;;;;
7639;11678;;;;;17233;6154;;;;;;;;;;;;
7641;11679;;;;;17234;6155;;;;;;;;;;;;
7643;11680;;;;;17235;6156;;;;;;;;;;;;
7644;11681;;;;;17236;6158;;;;;;;;;;;;
7645;11682;;;;;17237;6159;;;;;;;;;;;;
7646;11683;;;;;17238;6160;;;;;;;;;;;;
7647;11687;;;;;17239;6161;;;;;;;;;;;;
7648;11688;;;;;17240;6162;;;;;;;;;;;;
7649;11689;;;;;17241;6163;;;;;;;;;;;;
7652;11690;;;;;17242;6164;;;;;;;;;;;;
7653;11691;;;;;17243;6166;;;;;;;;;;;;
7655;11692;;;;;17245;6167;;;;;;;;;;;;
7657;11694;;;;;17246;6168;;;;;;;;;;;;
7658;11695;;;;;17247;6169;;;;;;;;;;;;
7660;11696;;;;;17248;6170;;;;;;;;;;;;
7661;11698;;;;;17249;6171;;;;;;;;;;;;
